institution,project_id,country,title,description,amount_original,original_currency,amount_eur,amount_usd,approval_date,approval_year,closing_date,status,sector,instrument_type,public_private,implementing_entity,source_url,financial_intermediary,guarantee_blended,eu_alignment,humanitarian_dev
Chinese donors,63184,Equatorial Guinea,Chinese Embassy donates guide sticks to National Organization of the Blind of Equatorial Guinea (ONCIGE),"On October 18, 2019, the Chinese Embassy in Equatorial Guinea donated guide sticks to the National Organization of the Blind (ONCIGE) of Equatorial Guinea. The donation ceremony was held at ONCIGE headquarters and was attended by the Minister for Social Affairs and Gender Equality, the Vice-Minister",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,social protection,grant,public,Chinese Embassy,,no,no,,development
Chinese donors,86196,Equatorial Guinea,China Eximbank provides RMB 2.564 billion government concessional loan for Malabo City Water Supply Project,"On December 13, 2019, the Chinese Government and the Government of Equatorial Guinea signed a preferential loan framework agreement for the Malabo City Water Supply Project. China Eximbank and the Government of Equatorial Guinea subsequently signed a government concessional loan (GCL) agreement for ",419521719.498832,USD (2021 constant),374740259.0,419521719.498832,2019-01-01,2019.0,,Pipeline: Commitment,water and sanitation,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,87016,Equatorial Guinea,China Development Bank provides $12.3 million loan for 110kv Akpoga Electricity Infrastructure Project (Linked to Project ID#62258),"On January 22, 2019, the Hubei Branch of China Development Bank (CDB) and the Government of Equatorial Guinea signed an EUR 200 sovereign credit cooperation agreement (captured via Project ID#62258). Borrowings under this framework agreement are earmarked for electricity infrastructure construction ",13854905.5645499,USD (2021 constant),12375976.0,13854905.5645499,2019-01-01,2019.0,,Active,energy,loan,public,China Development Bank (CDB),,no,no,,development
Chinese donors,87017,Equatorial Guinea,China Development Bank provides $83.3 million loan for High Voltage Electrical Network Expansion and Maintenance Project (Linked to Project ID#62258),"On January 22, 2019, the Hubei Branch of China Development Bank (CDB) and the Government of Equatorial Guinea signed an EUR 200 million sovereign credit cooperation agreement (captured via Project ID#62258). Borrowings under this framework agreement are earmarked for electricity infrastructure const",93612981.3692685,USD (2021 constant),83620350.0,93612981.3692685,2019-01-01,2019.0,,Active,energy,loan,public,China Development Bank (CDB),,no,no,,development
Chinese donors,87059,Equatorial Guinea,Chinese Government provides grant for China-Equatorial Guinea Friendship Hospital Construction Project,"In January 2019, the Chinese Government and the Government of Equatorial Guinea signed an exchange of notes on the China-Equatorial Guinea Friendship Hospital Construction Project. Then, on October 17, 2019, Deputy Director of the Economic Cooperation Bureau of China’s Ministry of Commerce (MOFCOM) ",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,water and sanitation,grant,public,China Ministry of Commerce,,no,no,,development
Chinese donors,88584,Equatorial Guinea,China provides Chinese government scholarships and training to about 40 Equatorial Guinea students in 2019,"On August 22, 2019, a reception was held to celebrate the numerous scholarship opportunities given out by the Chinese government to candidates from Equatorial Guinea. Ambassador Qi Mei, General Secretary of the Democratic Party of Equatorial Guinea and National Coordinator of Government Scholarships",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,transport,scholarship,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,91780,Equatorial Guinea,CDB provides $70.3 million loan for Video Surveillance Project,"In 2019, China Development Bank and the Government of Equatorial Guinea signed a $70,325,843.26 loan agreement for a Video Surveillance Project. According to Caja Autónoma de Amortización (CAA) de la Deuda Pública within Equatorial Guinea’s Ministry of Finance and Budget, the loan had not yet disbur",79015628.8144299,USD (2021 constant),70581178.0,79015628.8144299,2019-01-01,2019.0,,Pipeline: Commitment,governance,loan,public,China Development Bank (CDB),,no,no,,development
Chinese donors,91975,Equatorial Guinea,Chinese Government provides RMB 36 million interest-free loan — via ETCA — for unspecified purpose,"On an unspecified date, the Chinese Government and the Government of Equatorial Guinea signed an Economic and Technical Cooperation Agreement (ECTA), which committed an RMB 50 million interest-free loan for unspecified purposes.   According to the Autonomous Fund for Amortization of Public Debt (Caj",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Active,governance,loan,public,China Ministry of Commerce,,no,no,,development
Chinese donors,95530,Equatorial Guinea,Chinese Government provides $40 million grant for Dumasi-Niefang Agricultural Demonstration Farm Technical Cooperation Project,"In 2019, the Chinese Government and the Government of Equatorial Guinea signed a grant agreement for the Dumasi-Niefang Agricultural Demonstration Farm Project. Then, on June 20, 2022, the Chinese Government and the Government of Equatorial Guinea signed another grant agreement (exchange of letters)",44942584.4904855,USD (2021 constant),40145230.0,44942584.4904855,2019-01-01,2019.0,,Active,governance,grant,public,China Ministry of Commerce,,no,no,,development
Chinese donors,97766,Equatorial Guinea,NORINCO provides supplier’s credit for unspecified purposes,"According to Caja Autónoma de Amortización de la Deuda Pública within Equatorial Guinea’s Ministry of Finance and Budget, the Government of Equatorial Guinea contracted a supplier’s credit (loan) with NORINCO on or around 2019. The loan carried a 4.5% interest rate and an estimated maturity of 5 yea",452439066.874356,USD (2021 constant),404143874.0,452439066.874356,2019-01-01,2019.0,,Active,governance,loan,public,China North Industries Group Corporation Limited (NORINCO Group) ,,no,no,,development
Chinese donors,97772,Equatorial Guinea,China Construction Bank provides loan for Phase 1 and 2 of Helicopter Acquisition Project,"In April 2019, the Government of Equatorial Guinea and China National Aero-Technology Import & Export Corporation (CATIC) signed a commercial contract for Phase 1 and 2 of the Helicopter Acquisition Project. The contract was signed by Equatorial Guinea’s Minister of National Defense Alejandro Bacale",121981716.758268,USD (2021 constant),108960890.0,121981716.758268,2019-01-01,2019.0,,Active,transport,loan,public,China Construction Bank Corporation (CCB),,no,no,,development
Chinese donors,86921,Gabon,China donates medical supplies to hospital in Gabon in 2019,"On July 26, 2019, Ambassador Hu Changchun attended the handover ceremony of donated medical supplies to Gabon at the Libreville China-Gabon Cooperation Hospital, signed the protocol on dispatching future medical teams with the Gabon Minister of Health Limuku, and attended an award ceremony for the t",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,91904,Gabon,Africa Growing Together Fund provides EUR 32.1 million loan for First Libreville Integrated Drinking Water Supply and Sanitation Sub-Programme (PIAEPAL) (Linked to Umbrella Project ID#36104),"On May 22, 2014, the African Development Bank (AfDB) and the People's Bank of China (PBOC) signed an agreement for the Africa Growing Together Fund (AGTF) (see Umbrella Project ID#36104). The purpose of this $2 billion loan facility was to finance large development projects in Africa between 2014 an",40481355.4047153,USD (2021 constant),36160210.0,40481355.4047153,2019-01-01,2019.0,,Active,water and sanitation,loan,public,People's Bank of China (PBC),,no,no,,development
Chinese donors,85656,Mali,China grants medicine and medical equipment to aid in the development of health services at the Hospital of Mali,"On April 18, 2019, China granted Mali medical equipment to aid in the development of health services in the Hospital of Mali. The equipment will go to assist current efforts by the 26th Chinese medical team at the Hospital of Mali. The handover ceremony was led by Ambassador Zhu Liying, Mali's Minis",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,85689,Mali,"China donates laptops and other materials to orphans in Gao City, Mali to promote their health, education, and growth","In March of 2019, China donated laptops and other materials to orphans in Gao City to promote health, education, and growth. Ambassador Zhu, the Minister of Culture Diallo, the Minister of Tourism and Handicrafts Intalou, and Princess Kamatali of Burundi attended the event in which the supplies were",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,health,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,85691,Mali,"China donates rice, flour, milk powder, green tea and other items to the Centre d’Accueil et de Placement Familial in Bamako","On December 24, 2019, China donated supplies, including rice, flour, milk powder, green tea, and other items to the Centre d’Accueil et de Placement Familial (CAPF) in Bamako, which is a public institution that takes in disadvantaged kids in Mali. Ambassador Zhu Liying, Minister of the Ministry of W",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,food security,grant,public,Unspecified Chinese Government Institution,,no,no,,humanitarian
Chinese donors,85693,Mali,Chinese Embassy donates sewing machines and other materials to the Malian Military Family Association,"On September 20, 2019, the Chinese Embassy in Mali donated sewing machines and other materials to the Malian Military Family Association. The materials were handed over by Ambassador Zhu Liying.",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,social protection,grant,public,Chinese Embassy,,no,no,,development
Chinese donors,85713,Mali,China grants the China Government Scholarship to 58 Malian Students for the 2019-2020 school year,"China granted the annual China Government Scholarship to Malian Students for the 2019-2020 school year. A farewell ceremony was held August 22, 2019 as 58 students prepared to leave for China. Ambassador Zhu Liying, who led the ceremony, lauded the increased number of Malian students who were being ",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,education,scholarship,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,85739,Mali,Chinese funds National Agricultural Development Bank of Mali Building expansion project,"China has funded the National Agricultural Development Bank of Mali Building expansion project, in which Weihai International Economic & Technical Cooperative Co., Ltd (WIETC) will be building the new headquarters. Transaction amount is unknown. This commitment was made as a part of a group of eight",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Active,agriculture,other,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,58435,Niger,"CPFHK provides loan for Niger Section of the Niger-Benin Oil Pipeline Construction Project (Linked to Project ID#2137, #31046, #58433, #73319)","On September 20, 2018, the Government of Niger and the China National Oil and Gas Exploration and Development Company Ltd. (CNODC) — a subsidiary of China National Petroleum Corporation (CNPC) — entered into a framework agreement for the construction and operation of the cross-border crude oil expor",1168507196.75262,USD (2021 constant),1043775969.0,1168507196.75262,2019-01-01,2019.0,,Active,energy,loan,public,CNPC Finance (HK) Limited,,no,no,,development
Chinese donors,58562,Niger,Chinese Government dispatches 21st medical team to Niamey General Referral Hospital,"In 2019, the Chinese Government dispatched the 21st Chinese medical team to Niger. The 21st medical team consisted of 37 members working at Niamey General Referral Hospital. The team was organized and selected by the Health Commission of Guangxi Zhuang Autonomous Region.  People's Hospital of Guangx",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,health,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,86429,Niger,Chinese Embassy donates funds to support flood victims in the Mirriah Department of the Zinder Region,"On December 17, 2019, the Chinese Embassy in Niger donated funds to support flood victims in the towns of Dogo and Kolleram in the Mirriah Department of the Zinder Region. The monetary value of this donation is unknown.   The floods were caused by the rainy season. The flooding destroyed thousands o",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,humanitarian assistance,grant,public,Chinese Embassy,,no,no,,humanitarian
Chinese donors,86431,Niger,Chinese Embassy and China Gezhouba Group Company donate sanitation equipment to Tillabéri,"On August 24, 2019, the Chinese Embassy in Niger and China Gezhouba Group Company Ltd. (CGGC) donated a batch of municipal sanitation equipment to the Government of the Tillabéri Department. The donation was intended to improve public health and garbage transportation and disposal in the Tillabéri D",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,transport,grant,public,China Gezhouba Group Company Ltd. (CGGC)|Chinese Embassy,,no,no,,development
Chinese donors,86432,Niger,Chinese Government donates a primary school in the Illela Department,"On November 5, 2019, the Chinese Government donated a primary school in the Illela Department to the Government of Niger. China Road and Bridge Corporation (CRBC) was responsible for the construction of the school. The donation also included soccer balls (footballs). The school was expected to impro",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,transport,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,86433,Niger,Chinese Embassy donates a batch of batch of sports equipment to school children in the Illela Department,"At the proposal of President of Niger Mahamadou Issoufou, Chinese Ambassador to Niger Zhang Lijun visited the Illela Department of the Tahoua Region, the hometown of the president. During the March 13 to March 14, 2019 visit, the Chinese Embassy in Niger donated a batch of sports equipments, which i",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Closed,transport,grant,public,Chinese Embassy,,no,no,,development
Chinese donors,86484,Niger,Chinese Government provides funding — via a May 2019 ETCA — for unspecified projects,"On May 28, 2019, in the presence of Chinese President Xi Jinping and Nigerien President Mahamadou Issoufou, the Chinese Government and the Government of Niger signed an Economic and Technical Cooperation Agreement (ETCA) in which the Chinese Government committed financing to Niger for unspecified pu",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Pipeline: Commitment,governance,other,public,China Ministry of Commerce,,no,no,,development
Chinese donors,86485,Niger,Chinese Government signs a preferential loan framework agreement with Niger for the construction of a water treatment plant in Niamey,"On May 28, 2019, in the presence of Chinese President Xi Jinping and Nigerien President Mahamadou Issoufou, the Chinese Government and Government of Niger signed a preferential loan framework agreement for the construction of a drinking water treatment plant in Niamey (Chinese agreement name: 中国政府向尼",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Pipeline: Pledge,water and sanitation,loan,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,86642,Niger,CNPC Dagang finances and renovate roads in Niamey for Niger's 'Niamey Nyala' Program,"In 2019, CNPC Dagang Niger Engineering Sarl. (DGE), a Niger-based subsidiary of China National Petroleum Corporation, financed and implemented the renovation of four sections of road for the City of Niamey as part of Niger's ""Niamey Nyala"" Program (French: Niamey la coquette), a beautification and u",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Active,energy,technical assistance,public,CNPC Dagang Niger Engineering Sarl. (DGE),,no,no,,development
Chinese donors,67009,Serbia,China Eximbank provides $445 million preferential buyer’s credit for Preljina-Pozega Section of the Highway E-763 Construction Project,"On September 6, 2018, the Government of the Republic of Serbia approved a $445 million preferential buyer's credit (loan) application to China Eximbank for the Preljina-Pozega Section of the Highway E-763 Construction Project. Then, on April 25, 2019, China Eximbank and the Government of the Republi",499986252.456652,USD (2021 constant),446615679.0,499986252.456652,2019-01-01,2019.0,,Active,transport,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,67012,Serbia,CDB provides EUR 25 million loan to Serbia's Postal Savings Bank for on-lending activities,"On April 11, 2019 and April 12, 2019, the eighth 16+1 summit was held in Dubrovnik in Croatia, during which China Development Bank (CDB) issued an EUR 25 million loan to Postal Savings Bank (Banka Poštanska Štedionica) — a state-owned bank in Serbia — for on-lending activities. The loan was one of a",31458933.326636,USD (2021 constant),28100878.0,31458933.326636,2019-01-01,2019.0,,Pipeline: Commitment,private sector development,loan,public,China Development Bank (CDB),,no,no,,development
Chinese donors,67021,Serbia,China Eximbank provides $988.3 million preferential buyer’s credit for Novi Sad-Subotica-State Border (Kelebija) Section of the Hungarian-Serbian Railway Project (Linked to Project ID#67020 and #68443,"On November 24, 2015, the Chinese, Hungarian, and Serbian governments signed several cooperation documents for the Project of Modernization and Reconstruction of Hungarian-Serbian Railway Line (匈塞铁路). Then, on November 5, 2016, China Eximbank and the Government of Serbia signed a Memorandum of Under",1110518341.76685,USD (2021 constant),991977081.0,1110518341.76685,2019-01-01,2019.0,,Active,transport,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,90146,Serbia,"Confucius Institute provides USD 136,270 grant to the Faculty of Philosophy at University of Novi Sad","On July 15, 2019, the Confucius Institute Headquarters (formerly known as Hanban) provided a USD 136,270 grant to the Faculty of Philosophy at the University of Novi Sad in Serbia for unspecified purposes. The money was paid through a National Bank of Serbia account. ",153108.149712961,USD (2021 constant),136765.0,153108.149712961,2019-01-01,2019.0,,Closed,education,grant,public,Hanban (Confucius Institute Headquarters),,no,no,,development
Chinese donors,90147,Serbia,"Confucius Institute provides USD 4,501 grant to the Philological High School of Belgrade","On July 15, 2019, the Confucius Institute Headquarters (formerly known as Hanban) provided a USD 4,501 grant to the Philological High School of Belgrade for unspecified purposes. The money went through National Bank of Serbia account. ",5057.16431979188,USD (2021 constant),4517.0,5057.16431979188,2019-01-01,2019.0,,Closed,education,grant,public,Hanban (Confucius Institute Headquarters),,no,no,,development
Chinese donors,90148,Serbia,PowerChina signs MOU for Belgrade Metro System Construction Project,"On April 24, 2019, Power Construction Company of China (PowerChina) signed a cooperation agreement with the Government of Serbia for the Belgrade Metro System Construction Project. Under the terms of the agreement, Powerchina and Serbia pledged to commence joint work on project documentation, spatia",0.0,USD (2021 constant),0.0,0.0,2019-01-01,2019.0,,Pipeline: Pledge,energy,other,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,95863,Serbia,CIDCA provides $13 million grant for establishment of artificial intelligence platform,"In November 2019, the Government of Serbia and Huawei Technologies Co., Ltd. signed a memorandum of understanding (MoU) for the development of an artificial intelligence (AI) platform.​ China International Development Cooperation Agency (CIDCA) agreed to provide a $13 million (11.7 million euro) gra",14606339.9594078,USD (2021 constant),13047200.0,14606339.9594078,2019-01-01,2019.0,,Active,governance,grant,public,China International Development Cooperation Agency (CIDCA),,no,no,,development
Chinese donors,57462,Cameroon,CDB pledges CFA 36 billion loan for Development Works of the Logistics Zone of the Kribi Port,"In 2018, China Development Bank agreed in principle to provide a FCFA 36 billion loan for development works of the Logistics Zone of the Kribi Port in South Cameroon. Kribi Logistics Park is located in the south of Kribi, a coastal city in Cameroon's Southern Province, next to the Kribi Deepwater Po",70603906.64681,USD (2021 constant),59783156.0,70603906.64681,2018-01-01,2018.0,,Pipeline: Pledge,transport,loan,public,China Development Bank (CDB),,no,no,,development
Chinese donors,58421,Cameroon,China Eximbank provides RMB 594 million government concessional loan for Phase 2 of the 9 Cities Water Supply Project (Linked to Project ID#30903),"On March 22, 2018, China Eximbank signed an RMB 594 million (CFA 48.8 billion) government concessional loan (GCL) agreement with Cameroon's Ministry of Economy, Planning and Regional Development for Phase 2 of the 9 Cities Water Supply Project. The GCL carries the following borrowing terms: a 2% int",97881032.3336291,USD (2021 constant),82879790.0,97881032.3336291,2018-01-01,2018.0,,Active,water and sanitation,loan,public,Export-Import Bank of China (China Eximbank),,no,no,,development
Chinese donors,58535,Cameroon,Bank of China provides $41.78 million loan for Phase 1 of Intelligent Urban Video Surveillance System Expansion Project (Linked to Project ID#88178),"On February 22, 2018, the Shenzhen Branch of Bank of China and the Government of Cameroon's Ministry of Defense (MINDEF) signed a $41,780,769 (CFA 23 billion) commercial loan agreement for Phase 1 of the Intelligent Urban Video Surveillance System Expansion Project. According to the Government of Ca",45534760.5608272,USD (2021 constant),38556105.0,45534760.5608272,2018-01-01,2018.0,,Active,governance,loan,public,Bank of China (BOC),,no,no,,development
Chinese donors,58860,Cameroon,China sends 19th Chinese Medical Team to Cameroon in 2018 (linked to project #58812),"On November 17th, 2018, China's 19th medical team arrived in Cameroon. This team has 25 medical members, and will work at Yaounde Gynaeco-Obstetric and Pediatric Hospital, Mbalmayo District Hospital, and Guider District Hospital for two years. China has been sending medical teams to Cameroon every t",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Closed,health,technical assistance,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,72109,Cameroon,Chinese Government agrees to donate 400 million RMB for the construction of the new National Assembly Building in Cameroon (linked to #53477),"On December 1 2017, Secretary General of Cameroon, Ferdinand Ngoh Ngoh, and China's Vice Minister of Commerce, Yu Jianhua, discussed the construction of the new National Assembly building for Cameroon.  The Chinese Government pledged to donate to Cameroon RMB 400 million (34 billion FCFA) for the co",65913153.0866189,USD (2021 constant),55811307.0,65913153.0866189,2018-01-01,2018.0,,Active,governance,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,72539,Cameroon,Chinese Government grants 4.5 billion francs CFA of military equipment to the Cameroon Defense Forces ,"On 18 July 2018, the Chinese Ambassador to Cameroon, Wang Yingwu and Cameroon's Minister of Defense, Joseph Beti Assomo, signed a military assistance agreement worth 4.5 billion francs CFA (approximately USD7.9 million).  The type and quantity of military equipment to be supplied Cameroon by China w",8825488.33085125,USD (2021 constant),7472894.0,8825488.33085125,2018-01-01,2018.0,,Pipeline: Commitment,governance,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,85646,Cameroon,Bank of China provides 44.9 billion CFA franc credit line for Phase 1 of Intelligent Urban Video Surveillance System Expansion Project  (Linked to Project ID#85647),"In June 2018, Cameroon's Minister of the Economy, Planning, and Regional Development (MINEPAT) signed a contract with the Bank of China for the extension of a 44.9 billion CFA franc credit line to finance Phase 1 of the Intelligent Urban Video Surveillance System Expansion Project. This credit line ",88058761.3456047,USD (2021 constant),74562880.0,88058761.3456047,2018-01-01,2018.0,,Active,governance,loan,public,Bank of China (BOC),,no,no,,development
Chinese donors,85662,Cameroon,China donates emergency humanitarian supplies worth $3 million USD to Cameroon to help in recovery from secessionist demonstrations,"On August 9th, 2019, a handover ceremony of emergency humanitarian supplies was held in Douala. In August 2018, Chinese President Xi Jinping made a promise to Cameroonian Head of State Paul Biya to contribute $3 million USD to Cameroon's government for infrastructure and rescue operations in the wes",3269549.24363603,USD (2021 constant),2768458.0,3269549.24363603,2018-01-01,2018.0,,Closed,humanitarian assistance,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,85663,Cameroon,China provides $2.9 million grant of materials to Cameroon for humanitarian aid,"On November 23, 2018, representatives from the Cameroonian government and Chinese embassy signed an exchange of letters providing Cameroon USD$2.9 million worth of supplies for humanitarian aid in areas affected by the secession-related armed conflict. The letters were signed by Chinese Ambassador t",3160564.26884816,USD (2021 constant),2676176.0,3160564.26884816,2018-01-01,2018.0,,Pipeline: Pledge,humanitarian assistance,grant,public,Chinese Embassy,,no,no,,humanitarian
Chinese donors,85671,Cameroon,China provides funding to Cameroon––via March 2018 ETCA–– for unspecified purposes,"On March 22, 2018, during Cameroonian President Paul Biya's visit to Beijing, Cameroon and China signed an Economic and Technical Cooperation Agreement (ETCA). The details of the funding as well as the projects to be implemented under this agreement are unspecified.",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Pipeline: Commitment,private sector development,other,public,China Ministry of Commerce,,no,no,,development
Chinese donors,85694,Cameroon,Cameroon and China sign framework agreement on production capacity cooperation between NDRC and Cameroon Ministry of Economy,"From March 22-24 2018, during Cameroon President Paul Biya's visit to Beijing, Cameroon and China signed the ""Framework Agreement on the Development of Production Capacity Cooperation“ between the National Development and Reform Commission of the People's Republic of China (NDRC) and Cameroon’s Mini",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Pipeline: Pledge,social protection,other,public,National Development and Reform Commission (NDRC),,no,no,,development
Chinese donors,85696,Cameroon,China provides ETCA for medical personnel to Cameroonian hospitals,"On August 31, 2018, MINEPAT Minister Alamine Ousmane Mey and Cameroonian President Paul Biya signed an economic and technical cooperation agreement with Chinese President Xi Jinping providing Chinese technical assistance to three hospitals in Cameroon: Yaoundé Gynaecology, Obstetrics and Pediatrics ",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Closed,health,technical assistance,public,China Ministry of Commerce,,no,no,,development
Chinese donors,85712,Cameroon,ICBC contributes to EUR 172 million syndicated loan tranche for 420MW Nachtigal Hydroelectric Power Plant Construction Project,"The EUR 1.26 billion Nachtigal Hydroelectric Power Plant Construction Project is an independent power project (IPP) that is being implemented on a Public-Private Partnership (PPP) basis and financed according to a 76:24 debt-to-equity ratio. On November 8, 2018, Nachtigal Hydro Power Company (NHPC) ",44106239.5237972,USD (2021 constant),37346519.0,44106239.5237972,2018-01-01,2018.0,,Active,energy,loan,public,Industrial and Commercial Bank of China (ICBC),,no,no,,development
Chinese donors,87850,Cameroon,Chinese Embassy in Cameroon provides scholarships for students at the University of Yaoundé II in Cameroon,"On November 27, 2018, an award ceremony was held for recipients of the 2018 Chinese Ambassador Scholarship. 50 undergraduate students from the University of Yaoundé II were awarded a scholarship for an unspecified amount by Chinese Ambassador to Cameroon, Wang Yingwu. The scholarship was for student",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Closed,education,scholarship,public,Chinese Embassy,,no,no,,development
Chinese donors,88096,Cameroon,Chinese Embassy in Cameroon donates supplies to Chantal Biya foundation,"On November 22, 2018, the Chinese Embassy in Cameroon donated items including foodstuffs and daily supplies to the Chantal Biya Foundation. The supplies were donated to support philanthropy for disadvantaged groups in Cameroon. Chinese Ambassador Wang Yingwu attended the donation ceremony and signed",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Closed,food security,grant,public,Chinese Embassy,,no,no,,humanitarian
Chinese donors,88123,Cameroon,Chinese Embassy donates desks and chairs to primary and secondary schools in Bouraka village,"On February 7, 2018, the Chinese Embassy in Cameroon donated desks and chairs to primary and secondary schools in Bouraka village. The village is the hometown of Solange Mpana, the wife of the Cameroonian ambassador to China. The monetary value of this donation is unknown.",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Closed,education,grant,public,Chinese Embassy,,no,no,,development
Chinese donors,88125,Cameroon,Chinese Embassy in Cameroon donates CFA 20 million construction of Cameroon Red Cross Warehouse,"On November 1, 2018, a groundbreaking ceremony was held for the construction of a new warehouse for the Cameroonian Red Cross in Yaoundé. The project was funded by the Chinese Embassy in Cameroon. The warehouse was to be constructed for the storage, management and distribution of humanitarian relief",39224.3925815611,USD (2021 constant),33213.0,39224.3925815611,2018-01-01,2018.0,,Closed,humanitarian assistance,grant,public,Chinese Embassy,,no,no,,humanitarian
Chinese donors,88198,Cameroon,Chinese Embassy in Cameroon donates computer equipment to the International School of Security Forces,"On September 26, 2018, the Chinese Embassy in Cameroon donated computer equipment to the International School of Security Forces (EIFORCES) in Yaoundé. The donation was presented by Colonel Major Chao Xiaoliang, military, naval, and air attaché of the Embassy to the Director General of EIFORCES, And",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Closed,fragility and conflict,grant,public,Chinese Embassy,,no,no,,development
Chinese donors,55615,Central African Republic,Chinese Government cancels RMB 198.35 million of the Government of CAR’s outstanding debt obligations,"In January 2018, the Chinese Government and the Government of Central African Republic (CAR) signed an agreement, which cancelled RMB 198.35 million (or approximately 17 billion CFA francs) of the Government of CAR’s outstanding debt obligations.   This cancellation was part of a greater reorientati",32684684.7868271,USD (2021 constant),27675432.0,32684684.7868271,2018-01-01,2018.0,,Closed,governance,debt relief,public,China Ministry of Commerce,,no,no,,development
Chinese donors,55634,Central African Republic,Chinese embassy grants 1.2 billion CFA to fund the Wan Cun Tong project to bring satellite TV to 103 villages in Central African Republic,"On February 20, 2018, the Chinese embassy in Central African Republic signed an agreement to provide a 1.2 billion CFA grant to fund the Wan Cun Tong project to bring satellite TV to 103 villages in Central African Republic, covering more than 2 million people. The 103 Central African villages selec",2353463.55489366,USD (2021 constant),1992772.0,2353463.55489366,2018-01-01,2018.0,,Closed,social protection,grant,public,Unspecified Chinese Government Institution,,no,no,,development
Chinese donors,55695,Central African Republic,Chinese Embassy donates desks and chairs to a girl's high school in Bangui ,"On December 18, 2018, the Chinese Embassy in the Central African Republic donated schools supplies to Lycée Marie Jeanne Caron in Bangui. Lycée Marie Jeanne Caron is a girls' high school located near the capital. Donations included desks, chairs, school bags, and books. The first lady of the Central",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Closed,education,grant,public,Chinese Embassy,,no,no,,development
Chinese donors,55702,Central African Republic,Fujian Policy Academy trains 20 members of the Central African Republic Presidential Guard,"On November 20, 2018, the Fujian Police Academy began a two-week training course for members of the Central African Republic's Presidential Guard. The training covered topics such as free-hand fighting, escort protection, and emergency handling. On December 3, the completion ceremony of the Presiden",0.0,USD (2021 constant),0.0,0.0,2018-01-01,2018.0,,Closed,humanitarian assistance,technical assistance,public,Fujian Police Academy,,no,no,,development
